timestamp,cpu_load,avg_temp_cpu,cpu_numbers,IPS,CPS,queue_length,pid_count,gpu_numbers,avg_gpu_temperature,ram_percent,swap_total,swap_percent,disk_utilization,disk_latency,disk_temperature,docker_container
24-07-2023 23:07:35,0.7,,3,0.0,31.0,0.055999999999999994,363,0,,38.5,1024.0,6.5,1.7,4,,0
24-07-2023 23:07:49,0.2,,3,0.0,28.0,0.016,363,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:08:03,0.2,,3,0.0,40.0,0.016,363,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:08:17,0.3,,3,0.0,168.0,0.024,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:08:31,0.2,,4,30.0,9.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:08:45,0.2,,2,0.0,38.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:08:59,0.3,,1,0.0,40.0,0.024,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:09:13,0.1,,3,0.0,40.0,0.008,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:09:27,0.2,,3,0.0,145.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:09:42,0.4,,4,0.0,90.0,0.032,362,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:09:56,0.3,,3,0.0,17.0,0.024,362,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:10:10,0.3,,3,0.0,96.0,0.024,362,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:10:24,0.2,,3,0.0,92.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:10:38,0.2,,3,0.0,112.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:10:52,0.3,,3,0.0,36.0,0.024,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:11:06,0.7,,2,30.0,20.0,0.055999999999999994,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:11:20,0.3,,3,0.0,33.0,0.024,361,0,,38.5,1024.0,6.5,1.7,1,,0
24-07-2023 23:11:34,0.8,,3,0.0,23.0,0.064,362,0,,38.5,1024.0,6.5,1.7,6,,0
24-07-2023 23:11:49,0.3,,3,0.0,88.0,0.024,362,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:12:03,0.3,,3,12.0,105.0,0.024,362,0,,38.5,1024.0,6.5,1.7,10,,0
24-07-2023 23:12:17,0.2,,3,0.0,114.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:12:31,0.2,,3,0.0,22.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:12:45,0.3,,3,0.0,38.0,0.024,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:12:59,0.2,,4,0.0,294.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:13:13,0.2,,2,0.0,64.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:13:27,0.3,,3,0.0,106.0,0.024,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:13:41,0.3,,3,0.0,21.0,0.024,362,0,,38.5,1024.0,6.5,1.7,0,,0
